ABC‐boek | ABC-book
dahlia | dahlia
dak | roof
dakkamertje | attic
dakplankje | shingle
dakraam | porthole
dal | valley
dalen | decrease
daling | landing
dame | lady
damesachtig | ladylike
damestas | lady'sbag
damestasje | lady'sbag
dames en heren | ladiesandgentlemen
dammen | checkers
dampig | fuzzy
dampkring | atmosphere
damspel | checkers
dandy | dandy
danig | enormously
dank | gratitude
dankbaar | thankful
dankbaarheid | gratitude
dankbaar voor | gratefulfor
danken | thank
danken voor | acknowledge
dankzegging | gratitude
dank betuigen | thank
dank u | thankyou
dank zĳ | thanksto
dans | dance
dansen | dance
danser | dancer
danseres | dancer
danspartĳ | ball
dan ook | atall
dapper | brave
dapperheid | courage
darm | intestine
dartel | airy‐fairy
dartelen | frolic
das | tie
dashboard | dash‐board
dateren | date
datering | date
datgene | that
datum | date
dat ... daar | that...overthere
dat daarginds | that
dat spreekt vanzelf | ofcourse
dat wil zeggen | thatis
dauw | dew
dauwworm | acne
daveren | howl
de | the
dealer | agent
debat | debate
debatteren | beatoff
debet | debit
debetzĳde | debit
debiteren | narrate
debugger | debugger
debâcle | abortion
decaan | dean
decameter | decametre
decanteren | decant
december | December
decennium | decade
decimeter | decimetre
declamator | reciter
declameren | declaim
declaratie | declaration
declareren | declare
decoderen | decode
decor | décor
decoratie | décor
decoreren | adorn
decreet | decree
decreteren | decree
deduceren | abstract
deeg | dough
deel | element
deelachtig worden | get
deelnemen | participate
deelneming | sympathy
deels | partially
deeltje | element
deelwoord | participle
deel uitmaken | depend
deemoed | humility
deemoedig | humble
deerlĳk | painful
default | default
defect | broken
defensie | defence
definitie | definition
definitief | definite
definiëren | define
degelĳk | above‐board
degelĳkheid | virtue
degen | rapier
degene | that
degenereren | degenerate
degraderen | degrade
dekken | cover
dekking | cover
deksel | cover
deksels | darn
dekservet | table‐cloth
delegeren | delegate
delen | divide
delfstof | mineral
delgen | amortize
delging | redemption
delicaat | dainty
delicaatheid | tenderness
delirium | delirium
delta | delta
delven | digup
demissionair zĳn | resign
democraat | democrat
democratie | democracy
democratisch | democratic
demon | demon
demonisch | demonic
demonstratie | demonstration
demonstreren | demonstrate
demonteren | takeapart
dempen | fill
denderen | makeanoise
denkbeeld | idea
denkbeeldig | fictional
denken | think
denneboom | pine
departement | department
dependance | annexation
deponeren | deposit
deporteren | deport
depressie | depression
deprimeren | depress
deputeren | depute
derde | third
derde macht | cube
deren | harm
dergelĳk | such
derhalve | accordingly
dermate | so
dertien | thirteen
dertiende | thirteenth
dertig | thirty
derven | lack
desbetreffend | concerned
desillusie | disappointment
desinfecteren | disinfect
deskundigheid | ability
desondanks | nevertheless
despoot | despot
despotisch | despotic
dessert | dessert
dessin | design
destĳds | then
des te | the
des te meer | allthemore
detachement | detachment
detail | detail
detective | detective
determineren | determine
detineren | detain
deugd | morality
deugdelĳk | firm
deugdelĳkheid | virtue
deugen | fit
deugniet | good‐for‐nothing
deun | melody
deuntje | melody
deur | door
deuropening | doorway
deurpost | pole
devies | motto
devoot | pious
dezelfde | thesame
de Bosporus | Bosporus
de aftocht blazen | retreat
de avond valt | nightisfalling
de baas zĳn | bemasterover
de borst geven | suckle
de deur wĳzen | putoff
de gehele hoeveelheid | all
de goedheid hebben | doafavor
de hand aan zichzelf slaan | commitsuicide
de hand schudden | shakehands
de hare | hers
de hele ... door | all
de hele hoeveelheid | all
de hogere standen | highsociety
de honneurs waarnemen | dothehonours
de hoogte in | intotheheights
de hunne | theirs
de jouwe | yours
de klankleer betreffend | phonetic
de klemtoon leggen op | accent
de laatste tĳd | lately
de liefde bedrĳven | makelove
de man worden van | becomethehusbandof
de mond wĳd opendoen | openone'smouthwide
de mĳne | mine
de onze | ours
de plaats innemen van | taketheplaceof
de scepter zwaaien | control
de schouders ophalen | shrug
de sporen geven | incite
de spot drĳven met | deride
de stoot geven tot | initiate
de trompet steken | trumpet
de twist dansen | twist
de uwe | yours
de vaat doen | washup
de vaat wassen | washup
de vlucht nemen | flee
de voorkeur geven aan | prefer
de vorige nacht | lastnight
de vrouw worden van | becomethewifeof
de vrucht afdrĳven | abort
de wacht hebben | guard
de was doen | wash
de weg kwĳt | lost
de weg wĳzen | conduct
de zĳne | his
dharma | dharma
dhr. | Mr.
diabetes | diabetes
diachylon | adhesiveplaster
diaken | deacon
dialect | dialect
dialoog | dialogue
diamant | diamond
diameter | diameter
diarree‐ | loose
diarree | diarrhoea
diarree hebben | havediarrhoea
dicht | concentrated
dichtbĳ | at
dichtbĳgelegen | adjacent
dichtbĳkomen | approach
dichtbĳzĳnd | adjacent
dichtdoen | close
dichten | block
dichter | poet
dichterlĳk | poetic
dichtgaan | close
dichtgespen | buckle
dichtknopen | button
dichtkunst | poetry
dichtmaken | close
dichtnaaien | seam
dichtregel | verse
dichtslaan | bang
dichtvallen | slamshut
dichtwerk | poem
dicht bĳ elkaar brengen | bringclosetogether
dictator | dictator
dictatuur | dictatorship
dicteren | dictate
die | that
dieet | diet
dief | thief
diefstal | abstraction
diegene | that
diegenen | those
dienaar | boy
dienares | maid
dienblad | tray
dienen | haveto
dienovereenkomstig | accordingly
diens | thatone's
dienst | service
dienstgeheim | officialsecret
dienstig | advantageous
dienstmeisje | maid
dienstregeling | schedule
diensttĳd | seniority
dienstwillig | obliging
dienst hebben | beonduty
dienst nemen | enlist
dientengevolge | asaconsequence
diep | deep
diepe vernedering | abjection
diepgaand | thoroughgoing
diepliggend | hollow
diepte | depth
diepvriezen | freeze
diepzinnig | abstruse
dierbaar | dear
dieren‐ | beastly
dierenarts | veterinarian
dierenlucht | animalsmell
dierenriem | zodiac
dierentuin | zoo
dierevel | fur
dierkunde | zoology
dierkundige | zoologist
dierlĳke geur | animalsmell
diesel | diesel
dieselmotor | diesel
dievegge | thief
dieven | liquidate
die d'r | thatone's
die van jullie | yours
die z'n | thatone's
difussiehalo | halo
digereren | digest
digestie | digestion
dik | concentrated
dikbuikig | fat
dikte | thickness
dikwĳls | frequently
dilemma | dilemma
dilettant | amateur
dille | dill
dimensie | dimension
diner | dinner
ding | affair
dingen | stuff
dingen naar | aspire
dinges | thingamajig
dinsdag | Tuesday
diploma | diploma
diplomaat | diplomat
direct | direct
directeur | director
directie | administration
dirigeren | direct
discipel | disciple
discipline | discipline
disconto | discount
discretie | modesty
discriminatie | discrimination
discus | dial
discussie | discussion
discutabel | doubtful
discuteren | discuss
diskette | diskette
diskettestation | discdrive
disorde | confusion
disponeren | absorb
disponibel | available
disputeren | argue
dispuut | dispute
dissel | adze
dissertatie | essay
distantie | distance
distel | thisle
distelveld | thisle‐field
distelvink | goldfinch
distilleren | distil
distribueren | distribute
distributie | distribution
district | district
dit | these
dito | same
dit hier | these
divan | couch
diverse | several
divisie | division
diëet‐ | dietary
dobbelen | gamble
dobberen | float
doch | but
dochter | daughter
doctor | doctor
doctorandus | master
document | certificate
doden | kill
doel | aim
doelloos | aimless
doelmatig | convenient
doelstelling | aim
doeltreffend | effective
doelwit | aim
doen | act
doenlĳk | achievable
doen alsof | giveasanexcuse
doen bezinken | deposit
doen falen | abort
doen koken | boil
doen ontbranden | kindle
doen ontstaan | develop
doen overhellen | bend
doen rinkelen | ring
doen samenkleven | agglutinate
doen samenklonteren | agglomerate
doen schommelen | rock
doen schrikken | frighten
doen schudden | shake
doen smelten | melt
doen toekomen | send
doen verdampen | evaporate
doen verdwĳnen | drown
doen wankelen | shake
doen zinken | sink
doen zwellen | inflate
dof | dull
doffer | cock‐pigeon
doffe onverschilligheid | lethargy
dofheid | apathy
dogma | dogma
dogmatisch | dogmatic
dok | dock
dokken | pay
dokter | doctor
dol | drunk
doldriftig | furious
dolen | roam
dolfĳn | dolphin
dolheid | rabies
dolk | dagger
dollar | dollar
dollarteken | dollarsign
dolle kervel | hemlock
dolzinnig | crazy
dol worden | gocrazy
dol zĳn op | befondof
domicilie | abode
dominee | pastor
dominion | dominion
domkop | fool
dommekracht | jack
domoor | fool
dom kĳken | gape
donatie | gift
donder | thunder
donderdag | Thursday
donderen | thunder
donker | bleak
donkerblauw | darkblue
donkerrood | crimson
donker worden | darken
dons | down
doodbidder | undertaker'sman
doodgaan | die
doodkist | coffin
doodlopende straat | dead‐endstreet
doodlopende weg | blindalley
doodmaken | kill
doodmoe | exhausted
doods | dreary
doodsangst | agony
doodsbleek | ghastly
doodschieten | shootdead
doodsstrĳd | agony
doodsvĳand | arch‐enemy
doof | deaf
doofstom | deafanddumb
dooi | melting
dooien | melt
doop | baptism
doopkapel | baptistery
doopkleed | christeningrobe
doopnaam | Christianname
doopsel | baptism
doopvont | font
doorbladeren | leafthrough
doorbranden | melt
doorbreken | break
doorbrengen | pass
doorbuigen | bend
doorbĳten | abide
doordat | because
doordringend | acerbic
doordrukken | force
doordrĳven | drivethrough
dooreenhalen | confuse
doorgaan | continue
doorgang | gate
doorhalen | crossout
doorheen | through
doorklieven | split
doorklinken | resound
doorkomen | succeed
doorkruisen | bar
doorkĳk | perspective
doorkĳken | readagain
doorleven | experience
doorlopen | continue
doorlopend | continuous
doorluchtig | episcopal
doormaken | gothrough
doorn | thorn
doornemen | repeat
doornstruik | thornbush
doorroeren | curl
doorscheuren | tear
doorslikken | swallow
doorslĳten | wearaway
doorsmeren | anoint
doorsnede | profile
doorsnee | average
doorsnĳden | dissect
doorstaan | abide
doorstoten | penetrate
doorstrepen | crossout
doortrapt | clever
doortraptheid | cunning
doorvoeren | apply
doorwaden | ford
doorzetten | abide
doorzettingsvermogen | perseverance
doorzichtig | transparant
doorzien | guess
doorzoeken | search
door ... heen | through
door bemiddeling van | per
door bevriezing veroorzaakte wond | frostbite
door heel de | throughout
door heel het | throughout
door het water plassen | paddle
door middel van | per
door schrik bevangen worden | behorrified
door tussenkomst van | per
doosje | box
doosvrucht | capsule
dop | bark
dope | drug
dopen | baptize
doper | baptizer
dophei | heath
dopheide | heath
dor | dry
dorheid | dryness
dorp | village
dorpel | sill
dorpeling | villager
dorpsburgemeester | burgomaster
dorsen | thresh
dorst | thirst
dorstig | thirsty
dorst hebben | bethirsty
doseren | measureout
dosis | dose
dossier | dossier
dot | chunk
douane | customs
douanekantoor | custom‐house
douceurtje | tip
douche | shower
douchehokje | showerstall
douchekop | showerhead
douw | push
douwen | push
doven | extinguish
dovenetel | dead‐nettle
down | depressed
downloaden | download
dozĳn | dozen
dr. | Dr.
dra | soon
draadloze | radio
draadloze telegrafie | wirelesstelegraph
draadnagel | nail
draadschaar | wire‐shears
draadworm | nematode
draagbare telefoon | cellularphone
draaghemel | baldachin
draagkracht | range
draagkruik | amphora
draagwĳdte | range
draai | turn
draaibank | lathe
draaiboek | script
draaierĳ | pretext
draaihek | gate
draaimolen | carousel
draaiorgel | barrel‐organ
draaipen | pivot
draaischĳf | lathe
draai om de oren | slap
draak | dragon
dracht | costume
drachtig | pregnant
dragen | abide
drager | prop
draineren | drain
drainering | draining
drama | drama
drang | access
drank | alcohol
drankje | beverage
drankmisbruik | alcoholism
drankzucht | alcoholism
draperen | drape
drasland | marsh
drastisch | drastic
draven | trot
dreef | avenue
dreigement | menace
dreigen | menace
dreigend | menacing
dreiging | menace
drek | dung
drempel | sill
drenkbak | manger
dresseren | tame
dribbelen | trot
drie | three
driedubbel | triple
driehoek | triangle
driehoekig | triangular
driehoeksmeting | trigonometry
driekleurig viooltje | pansy
driemaal | threetimes
driespan | teamofthreehorses
drietenige luiaard | ai
drievoudig | triple
driewieler | tricycle
drie keer | threetimes
drift | bevy
drillen | exercise
dringen | press
drinkbaar | drinkable
drinkbeker | goblet
drinken | drink
drinkgelag | orgy
drinkgeld | tip
drinkglas | glass
drinktrog | manger
drinkwater | drinking‐water
droefgeestig | bleak
droefgeestigheid | melancholy
droes | devil
droevig | dismal
droevig stemmen | afflict
drogbeeld | illusion
drogen | dry
drogerĳ | drug
drol | dung
drom | accumulation
dromedaris | dromedary
dromen | dream
dromenland | dreamland
dromer | dreamer
drommel | devil
drommels | diabolical
dronk | toast
dronkaard | drunk
dronken | drunk
dronkenschap | drunkenness
dronken worden | getdrunk
droog | dry
droogdoek | dishcloth
droogheid | dryness
droogkast | airingcupboard
droogleggen | drain
droogmaken | dry
droogte | dryness
droogvallen | dry
droog worden | dry
droom | dream
droombeeld | vision
droomgezicht | vision
drop | drip
droppel | drip
droppelen | drip
drossen | abscond
drost | taskmaster
drug | drug
drugsverslaafde | drugaddict
drugverslaafde | drugaddict
druif | grape
druilen | doze
druilerig | drowsy
druipen | drip
druipneus | cold
druiprek | drainingboard
drukken | press
drukkend | burdensome
drukker | printer
drukknoop | push‐button
drukknop | button
drukletter | type
drukmeter | barometer
drukpers | press
drukproef | proof
drukte | activity
drukwerk | printedmatter
druppel | drop
druppelen | drip
drĳfas | arbor
drĳfveer | account
drĳfzand | quicksand
drĳven | drift
dubbel | double
dubbele punt | colon
dubbelslachtig | ambiguous
dubbelzinnig | ambiguous
dubieus | doubtful
duchten | beafraidof
duchtig | severe
duf | mouldy
duidelĳk | evident
duidelĳk maken | accountfor
duidelĳk worden | clear
duiden | interpret
duif | dove
duifje | dove
duiken | dive
duiker | diver
duikerklok | diving‐bell
duisternis | darkness
duitendief | miser
duivelachtig | diabolical
duivelsdrek | asafoetida
duivelskunstenaar | enchanter
duivelstong | pheasant'seye
duizelig | dizzy
duizeligheid | dizziness
duizelig zĳn | feeldizzy
duizeling | dizziness
duizelingwekkend | dizzying
